Date,Transaction ID,Type,Amount,Fee,Status
2026-07-29,TXN1450,Sale,$38.74,$0.93,Completed
2026-07-29,TXN1451,Sale,$84.81,$2.04,Completed
2026-07-29,TXN1452,Sale,$13.49,$0.32,Completed
2026-07-30,TXN1453,Sale,$101.28,$2.43,Completed
2026-07-30,TXN1454,Sale,$94.88,$2.28,Completed
2026-07-30,TXN1455,Sale,$97.82,$2.35,Completed
2026-07-30,TXN1456,Sale,$29.29,$0.70,Completed
2026-07-30,TXN1457,Sale,$92.62,$2.22,Completed
2026-07-30,TXN1458,Sale,$84.26,$2.02,Completed
2026-07-30,TXN1459,Sale,$18.88,$0.45,Completed
2026-07-30,TXN1460,Sale,$12.42,$0.30,Completed
2026-07-30,TXN1461,Sale,$11.74,$0.28,Completed
2026-07-30,TXN1462,Sale,$22.72,$0.55,Completed
2026-07-30,TXN1463,Sale,$44.59,$1.07,Completed
2026-07-30,TXN1464,Sale,$30.49,$0.73,Completed
2026-07-30,TXN1465,Sale,$106.16,$2.55,Completed
2026-07-30,TXN1466,Sale,$64.20,$1.54,Completed
2026-07-30,TXN1467,Sale,$26.43,$0.63,Completed
2026-07-30,TXN1468,Sale,$113.75,$2.73,Completed
2026-07-30,TXN1469,Sale,$41.06,$0.99,Completed
2026-07-30,TXN1470,Sale,$98.07,$2.35,Completed
2026-07-30,TXN1471,Sale,$16.43,$0.39,Completed
2026-07-30,TXN1472,Sale,$33.27,$0.80,Completed
2026-07-30,TXN1473,Sale,$83.53,$2.00,Completed
2026-07-30,TXN1474,Sale,$102.72,$2.47,Completed
2026-07-30,TXN1475,Sale,$18.11,$0.43,Completed
2026-07-30,TXN1476,Sale,$37.62,$0.90,Completed
2026-07-30,TXN1477,Sale,$49.28,$1.18,Completed
2026-07-30,TXN1478,Sale,$37.36,$0.90,Completed
2026-07-30,TXN1479,Sale,$79.52,$1.91,Completed
2026-07-30,TXN1480,Sale,$83.58,$2.01,Completed
2026-07-30,TXN1481,Sale,$77.39,$1.86,Completed
2026-07-30,TXN1482,Sale,$44.74,$1.07,Completed
2026-07-30,TXN1483,Sale,$80.54,$1.93,Completed
2026-07-30,TXN1484,Sale,$60.00,$1.44,Completed
2026-07-30,TXN1485,Sale,$80.71,$1.94,Completed
2026-07-30,TXN1486,Sale,$13.08,$0.31,Completed
2026-07-30,TXN1487,Sale,$119.54,$2.87,Voided
2026-07-30,TXN1488,Sale,$34.30,$0.82,Completed
2026-07-30,TXN1489,Sale,$51.53,$1.24,Completed
2026-07-30,TXN1490,Sale,$114.33,$2.74,Completed
2026-07-30,TXN1491,Sale,$68.50,$1.64,Completed
2026-07-30,TXN1492,Sale,$89.38,$2.15,Completed
2026-07-30,TXN1493,Sale,$81.35,$1.95,Completed
2026-07-30,TXN1494,Sale,$76.95,$1.85,Completed
2026-07-30,TXN1495,Sale,$39.33,$0.94,Completed
2026-07-30,TXN1496,Sale,$32.33,$0.78,Completed
2026-07-30,TXN1497,Sale,$34.44,$0.83,Completed
2026-07-30,TXN1498,Sale,$117.86,$2.83,Completed
2026-07-30,TXN1499,Sale,$108.99,$2.62,Completed
2026-07-30,TXN1500,Sale,$14.78,$0.35,Completed
2026-07-30,TXN1501,Sale,$116.44,$2.79,Completed
2026-07-31,TXN1502,Sale,$31.76,$0.76,Cancelled
2026-07-31,TXN1503,Sale,$116.76,$2.80,Completed
2026-07-31,TXN1504,Sale,$45.35,$1.09,Voided
2026-07-31,TXN1505,Sale,$96.14,$2.31,Completed
2026-07-31,TXN1506,Sale,$100.94,$2.42,Completed
2026-07-31,TXN1507,Sale,$73.67,$1.77,Completed
2026-07-31,TXN1508,Sale,$34.10,$0.82,Completed
2026-07-31,TXN1509,Sale,$96.33,$2.31,Completed
2026-07-31,TXN1510,Sale,$39.05,$0.94,Completed
2026-07-31,TXN1511,Sale,$118.60,$2.85,Completed
2026-07-31,TXN1512,Sale,$97.43,$2.34,Completed
2026-07-31,TXN1513,Sale,$105.04,$2.52,Cancelled
2026-07-31,TXN1514,Sale,$48.12,$1.15,Completed
2026-07-31,TXN1515,Sale,$73.95,$1.77,Completed
2026-07-31,TXN1516,Refund,($37.72),$0.00,Completed
2026-07-31,TXN1517,Sale,$55.15,$1.32,Completed
2026-07-31,TXN1518,Sale,$15.12,$0.36,Completed
2026-07-31,TXN1519,Sale,$48.55,$1.17,Completed
2026-07-31,TXN1520,Sale,$58.62,$1.41,Completed
2026-07-31,TXN1521,Sale,$76.89,$1.85,Completed
2026-07-31,TXN1522,Sale,$109.78,$2.63,Completed
2026-07-31,TXN1523,Sale,$41.78,$1.00,Completed
2026-07-31,TXN1524,Sale,$11.49,$0.28,Completed
2026-07-31,TXN1525,Sale,$102.90,$2.47,Completed
2026-07-31,TXN1526,Sale,$20.09,$0.48,Completed
2026-07-31,TXN1527,Sale,$57.68,$1.38,Completed
2026-07-31,TXN1528,Sale,$44.08,$1.06,Completed
2026-07-31,TXN1529,Sale,$22.13,$0.53,Completed
2026-07-31,TXN1530,Sale,$73.56,$1.77,Completed
2026-07-31,TXN1531,Sale,$50.66,$1.22,Completed
2026-07-31,TXN1532,Sale,$41.03,$0.98,Completed
2026-07-31,TXN1533,Sale,$56.18,$1.35,Completed
2026-07-31,TXN1534,Sale,$20.81,$0.50,Completed
2026-07-31,TXN1535,Sale,$106.30,$2.55,Completed
2026-07-31,TXN1536,Sale,$104.94,$2.52,Completed
2026-07-31,TXN1537,Sale,$107.47,$2.58,Completed
2026-07-31,TXN1538,Sale,$100.67,$2.42,Completed
2026-07-31,TXN1539,Sale,$89.72,$2.15,Completed
2026-07-31,TXN1540,Sale,$43.00,$1.03,Completed
2026-07-31,TXN1541,Sale,$114.80,$2.76,Completed
2026-07-31,TXN1542,Sale,$61.12,$1.47,Completed
2026-07-31,TXN1543,Sale,$17.56,$0.42,Cancelled
2026-07-31,TXN1544,Sale,$91.39,$2.19,Completed
2026-07-31,TXN1545,Sale,$22.57,$0.54,Completed
2026-08-01,TXN1546,Sale,$70.90,$1.70,Completed
2026-08-01,TXN1547,Sale,$21.69,$0.52,Completed
2026-08-01,TXN1548,Sale,$82.52,$1.98,Completed
2026-08-01,TXN1549,Sale,$105.23,$2.53,Completed
2026-08-01,TXN1550,Sale,$116.46,$2.80,Completed
2026-08-01,TXN1551,Sale,$47.38,$1.14,Completed
2026-08-01,TXN1552,Sale,$31.83,$0.76,Completed
2026-08-01,TXN1553,Sale,$33.12,$0.79,Completed
2026-08-01,TXN1554,Sale,$102.68,$2.46,Cancelled
2026-08-01,TXN1555,Sale,$93.41,$2.24,Completed
2026-08-01,TXN1556,Sale,$98.41,$2.36,Completed
2026-08-01,TXN1557,Sale,$117.15,$2.81,Completed
2026-08-01,TXN1558,Sale,$76.72,$1.84,Completed
2026-08-01,TXN1559,Sale,$10.94,$0.26,Completed
2026-08-01,TXN1560,Sale,$100.90,$2.42,Completed
2026-08-01,TXN1561,Sale,$28.21,$0.68,Completed
2026-08-01,TXN1562,Sale,$42.61,$1.02,Completed
2026-08-01,TXN1563,Sale,$8.68,$0.21,Completed
2026-08-01,TXN1564,Sale,$71.43,$1.71,Completed
2026-08-01,TXN1565,Sale,$23.89,$0.57,Completed
2026-08-01,TXN1566,Sale,$11.43,$0.27,Completed
2026-08-01,TXN1567,Sale,$32.09,$0.77,Completed
2026-08-01,TXN1568,Sale,$46.18,$1.11,Completed
2026-08-01,TXN1569,Sale,$88.82,$2.13,Completed
2026-08-01,TXN1570,Sale,$71.57,$1.72,Completed
2026-08-01,TXN1571,Sale,$13.89,$0.33,Cancelled
2026-08-01,TXN1572,Sale,$77.20,$1.85,Completed
2026-08-01,TXN1573,Sale,$38.48,$0.92,Completed
2026-08-01,TXN1574,Sale,$62.39,$1.50,Completed
2026-08-01,TXN1575,Sale,$38.59,$0.93,Completed
2026-08-01,TXN1576,Sale,$20.75,$0.50,Completed
2026-08-01,TXN1577,Sale,$39.72,$0.95,Completed
2026-08-01,TXN1578,Sale,$62.50,$1.50,Completed
2026-08-01,TXN1579,Sale,$13.09,$0.31,Completed
2026-08-01,TXN1580,Sale,$75.12,$1.80,Completed
2026-08-01,TXN1581,Refund,($41.76),$0.00,Completed
2026-08-01,TXN1582,Sale,$23.37,$0.56,Completed
2026-08-01,TXN1583,Sale,$44.75,$1.07,Completed
2026-08-01,TXN1584,Refund,($91.67),$0.00,Completed
2026-08-01,TXN1585,Sale,$50.58,$1.21,Completed
2026-08-01,TXN1586,Sale,$64.03,$1.54,Completed
2026-08-01,TXN1587,Sale,$98.29,$2.36,Completed
2026-08-01,TXN1588,Sale,$104.52,$2.51,Voided
2026-08-01,TXN1589,Sale,$10.10,$0.24,Voided
2026-08-01,TXN1590,Sale,$104.56,$2.51,Completed
2026-08-01,TXN1591,Sale,$72.22,$1.73,Completed
2026-08-01,TXN1592,Sale,$54.78,$1.31,Completed
2026-08-01,TXN1593,Sale,$10.34,$0.25,Completed
2026-08-01,TXN1594,Sale,$97.75,$2.35,Completed
2026-08-01,TXN1595,Sale,$101.19,$2.43,Completed
2026-08-01,TXN1596,Sale,$17.87,$0.43,Completed
2026-08-01,TXN1597,Sale,$35.25,$0.85,Completed
2026-08-01,TXN1598,Sale,$66.68,$1.60,Completed
2026-08-01,TXN1599,Sale,$42.75,$1.03,Completed
2026-08-01,TXN1600,Sale,$45.30,$1.09,Completed
2026-08-01,TXN1601,Sale,$65.17,$1.56,Completed
2026-08-02,TXN1602,Sale,$29.72,$0.71,Completed
2026-08-02,TXN1603,Sale,$47.32,$1.14,Completed
2026-08-02,TXN1604,Sale,$80.29,$1.93,Completed
2026-08-02,TXN1605,Sale,$19.51,$0.47,Completed
2026-08-02,TXN1606,Sale,$27.43,$0.66,Completed
2026-08-02,TXN1607,Sale,$93.03,$2.23,Completed
2026-08-02,TXN1608,Sale,$114.54,$2.75,Voided
2026-08-02,TXN1609,Sale,$59.96,$1.44,Completed
2026-08-02,TXN1610,Sale,$72.90,$1.75,Completed
2026-08-02,TXN1611,Sale,$106.79,$2.56,Completed
2026-08-02,TXN1612,Sale,$118.49,$2.84,Completed
2026-08-02,TXN1613,Sale,$116.75,$2.80,Completed
2026-08-02,TXN1614,Sale,$57.25,$1.37,Completed
2026-08-02,TXN1615,Sale,$78.72,$1.89,Completed
2026-08-02,TXN1616,Sale,$74.24,$1.78,Completed
2026-08-02,TXN1617,Sale,$16.31,$0.39,Completed
2026-08-02,TXN1618,Sale,$12.21,$0.29,Completed
2026-08-02,TXN1619,Sale,$40.15,$0.96,Completed
2026-08-02,TXN1620,Sale,$117.47,$2.82,Completed
2026-08-02,TXN1621,Sale,$74.54,$1.79,Cancelled
2026-08-02,TXN1622,Sale,$73.00,$1.75,Completed
2026-08-02,TXN1623,Sale,$90.76,$2.18,Completed
2026-08-02,TXN1624,Sale,$109.81,$2.64,Voided
2026-08-02,TXN1625,Sale,$29.08,$0.70,Completed
2026-08-02,TXN1626,Sale,$64.15,$1.54,Completed
2026-08-02,TXN1627,Sale,$58.46,$1.40,Completed
2026-08-02,TXN1628,Sale,$101.79,$2.44,Completed
2026-08-02,TXN1629,Sale,$17.44,$0.42,Completed
2026-08-02,TXN1630,Sale,$12.38,$0.30,Completed
2026-08-02,TXN1631,Sale,$118.99,$2.86,Completed
2026-08-02,TXN1632,Sale,$76.30,$1.83,Completed
2026-08-02,TXN1633,Sale,$110.81,$2.66,Completed
2026-08-02,TXN1634,Sale,$94.74,$2.27,Completed
2026-08-02,TXN1635,Sale,$13.86,$0.33,Completed
2026-08-02,TXN1636,Sale,$45.48,$1.09,Completed
2026-08-02,TXN1637,Sale,$70.49,$1.69,Completed
2026-08-02,TXN1638,Sale,$36.22,$0.87,Completed
2026-08-02,TXN1639,Sale,$116.01,$2.78,Completed
2026-08-02,TXN1640,Sale,$24.84,$0.60,Completed
2026-08-02,TXN1641,Sale,$82.32,$1.98,Cancelled
2026-08-02,TXN1642,Sale,$42.75,$1.03,Completed
2026-08-02,TXN1643,Sale,$82.16,$1.97,Completed
2026-08-02,TXN1644,Sale,$87.39,$2.10,Completed
2026-08-02,TXN1645,Sale,$70.60,$1.69,Cancelled
2026-08-02,TXN1646,Sale,$44.79,$1.07,Completed
2026-08-02,TXN1647,Sale,$86.72,$2.08,Completed
2026-08-02,TXN1648,Sale,$119.68,$2.87,Completed
2026-08-02,TXN1649,Sale,$18.47,$0.44,Completed
2026-08-02,TXN1650,Sale,$64.95,$1.56,Completed
2026-08-02,TXN1651,Refund,($42.59),$0.00,Completed
2026-08-02,TXN1652,Sale,$46.27,$1.11,Completed
2026-08-02,TXN1653,Sale,$29.50,$0.71,Completed
2026-08-02,TXN1654,Sale,$25.35,$0.61,Completed
2026-08-02,TXN1655,Sale,$96.27,$2.31,Completed
2026-08-02,TXN1656,Sale,$68.45,$1.64,Completed
2026-08-02,TXN1657,Sale,$66.97,$1.61,Completed
2026-08-02,TXN1658,Sale,$106.16,$2.55,Completed
2026-08-02,TXN1659,Sale,$74.89,$1.80,Completed
2026-08-03,TXN1660,Sale,$101.11,$2.43,Completed
2026-08-03,TXN1661,Sale,$98.61,$2.37,Completed
2026-08-03,TXN1662,Sale,$57.02,$1.37,Completed
2026-08-03,TXN1663,Sale,$83.75,$2.01,Completed
2026-08-03,TXN1664,Sale,$57.75,$1.39,Completed
2026-08-03,TXN1665,Sale,$91.84,$2.20,Completed
2026-08-03,TXN1666,Sale,$67.81,$1.63,Completed
2026-08-03,TXN1667,Sale,$98.57,$2.37,Completed
2026-08-03,TXN1668,Sale,$101.53,$2.44,Completed
2026-08-03,TXN1669,Sale,$114.08,$2.74,Completed
2026-08-03,TXN1670,Sale,$59.71,$1.43,Completed
2026-08-03,TXN1671,Sale,$50.77,$1.22,Completed
2026-08-03,TXN1672,Sale,$116.22,$2.79,Completed
2026-08-03,TXN1673,Sale,$97.74,$2.35,Completed
2026-08-03,TXN1674,Sale,$36.00,$0.86,Completed
2026-08-03,TXN1675,Sale,$105.90,$2.54,Completed
2026-08-03,TXN1676,Sale,$19.49,$0.47,Completed
2026-08-03,TXN1677,Sale,$103.33,$2.48,Completed
2026-08-03,TXN1678,Sale,$93.47,$2.24,Completed
2026-08-03,TXN1679,Sale,$109.39,$2.63,Completed
2026-08-03,TXN1680,Sale,$57.00,$1.37,Completed
2026-08-03,TXN1681,Sale,$32.87,$0.79,Completed
2026-08-03,TXN1682,Sale,$47.15,$1.13,Completed
2026-08-03,TXN1683,Refund,($13.96),$0.00,Completed
2026-08-03,TXN1684,Sale,$34.41,$0.83,Completed
2026-08-03,TXN1685,Sale,$49.99,$1.20,Completed
2026-08-03,TXN1686,Refund,($112.25),$0.00,Completed
2026-08-03,TXN1687,Sale,$80.80,$1.94,Completed
2026-08-03,TXN1688,Sale,$23.41,$0.56,Completed
2026-08-03,TXN1689,Sale,$100.93,$2.42,Completed
2026-08-03,TXN1690,Sale,$23.54,$0.56,Completed
2026-08-03,TXN1691,Sale,$58.24,$1.40,Completed
2026-08-03,TXN1692,Refund,($16.87),$0.00,Completed
2026-08-03,TXN1693,Sale,$101.52,$2.44,Completed
2026-08-04,TXN1694,Sale,$76.19,$1.83,Completed
2026-08-04,TXN1695,Sale,$94.93,$2.28,Completed
2026-08-04,TXN1696,Sale,$21.65,$0.52,Completed
2026-08-04,TXN1697,Sale,$79.56,$1.91,Completed
2026-08-04,TXN1698,Sale,$15.03,$0.36,Completed
2026-08-04,TXN1699,Sale,$63.98,$1.54,Completed
2026-08-04,TXN1700,Sale,$78.78,$1.89,Completed
2026-08-04,TXN1701,Sale,$88.48,$2.12,Completed
2026-08-04,TXN1702,Sale,$8.18,$0.20,Completed
2026-08-04,TXN1703,Sale,$71.91,$1.73,Completed
2026-08-04,TXN1704,Sale,$82.84,$1.99,Completed
2026-08-04,TXN1705,Sale,$48.39,$1.16,Completed
2026-08-04,TXN1706,Sale,$68.94,$1.65,Completed
2026-08-04,TXN1707,Sale,$64.85,$1.56,Completed
2026-08-04,TXN1708,Refund,($105.81),$0.00,Completed
2026-08-04,TXN1709,Sale,$51.33,$1.23,Voided
2026-08-04,TXN1710,Sale,$91.70,$2.20,Completed
2026-08-04,TXN1711,Sale,$15.57,$0.37,Completed
2026-08-04,TXN1712,Sale,$81.60,$1.96,Completed
2026-08-04,TXN1713,Sale,$73.17,$1.76,Cancelled
2026-08-04,TXN1714,Sale,$22.94,$0.55,Completed
2026-08-04,TXN1715,Sale,$45.92,$1.10,Completed
2026-08-04,TXN1716,Sale,$101.00,$2.42,Completed
2026-08-04,TXN1717,Sale,$117.85,$2.83,Completed
2026-08-04,TXN1718,Sale,$28.42,$0.68,Completed
2026-08-04,TXN1719,Sale,$88.20,$2.12,Completed
2026-08-04,TXN1720,Sale,$12.14,$0.29,Completed
2026-08-04,TXN1721,Sale,$96.60,$2.32,Completed
2026-08-04,TXN1722,Sale,$43.35,$1.04,Completed
2026-08-04,TXN1723,Sale,$52.60,$1.26,Completed
2026-08-04,TXN1724,Sale,$61.02,$1.46,Completed
2026-08-04,TXN1725,Sale,$80.45,$1.93,Voided
2026-08-04,TXN1726,Sale,$104.56,$2.51,Completed
2026-08-04,TXN1727,Sale,$81.44,$1.95,Voided
2026-08-04,TXN1728,Sale,$97.53,$2.34,Completed
2026-08-04,TXN1729,Sale,$52.80,$1.27,Completed
2026-08-04,TXN1730,Sale,$115.13,$2.76,Completed
2026-08-04,TXN1731,Sale,$28.92,$0.69,Completed
2026-08-04,TXN1732,Sale,$49.14,$1.18,Completed
2026-08-04,TXN1733,Sale,$37.87,$0.91,Completed
2026-08-04,TXN1734,Sale,$55.54,$1.33,Cancelled
2026-08-04,TXN1735,Sale,$119.45,$2.87,Completed
2026-08-04,TXN1736,Sale,$40.90,$0.98,Completed
2026-08-04,TXN1737,Sale,$44.73,$1.07,Cancelled
2026-08-04,TXN1738,Sale,$57.94,$1.39,Completed
2026-08-04,TXN1739,Sale,$26.66,$0.64,Completed
2026-08-04,TXN1740,Sale,$58.08,$1.39,Completed
2026-08-05,TXN1741,Sale,$47.49,$1.14,Completed
2026-08-05,TXN1742,Sale,$38.75,$0.93,Completed
2026-08-05,TXN1743,Sale,$114.17,$2.74,Completed
2026-08-05,TXN1744,Sale,$79.40,$1.91,Voided
2026-08-05,TXN1745,Sale,$97.72,$2.35,Completed
2026-08-05,TXN1746,Sale,$114.71,$2.75,Completed
2026-08-05,TXN1747,Sale,$76.05,$1.83,Completed
2026-08-05,TXN1748,Sale,$11.90,$0.29,Completed
2026-08-05,TXN1749,Sale,$95.19,$2.28,Voided
2026-08-05,TXN1750,Sale,$50.88,$1.22,Completed
2026-08-05,TXN1751,Sale,$75.77,$1.82,Completed
2026-08-05,TXN1752,Sale,$114.27,$2.74,Completed
2026-08-05,TXN1753,Sale,$93.47,$2.24,Completed
2026-08-05,TXN1754,Sale,$67.30,$1.62,Completed
2026-08-05,TXN1755,Sale,$80.75,$1.94,Completed
2026-08-05,TXN1756,Sale,$20.71,$0.50,Completed
2026-08-05,TXN1757,Sale,$63.89,$1.53,Completed
2026-08-05,TXN1758,Sale,$70.91,$1.70,Completed
2026-08-05,TXN1759,Sale,$37.15,$0.89,Completed
2026-08-05,TXN1760,Sale,$119.59,$2.87,Completed
2026-08-05,TXN1761,Sale,$110.65,$2.66,Completed
2026-08-05,TXN1762,Sale,$21.74,$0.52,Completed
2026-08-05,TXN1763,Sale,$58.63,$1.41,Completed
2026-08-05,TXN1764,Sale,$57.85,$1.39,Completed
2026-08-05,TXN1765,Sale,$84.38,$2.03,Cancelled
2026-08-05,TXN1766,Sale,$43.79,$1.05,Completed
2026-08-05,TXN1767,Sale,$15.27,$0.37,Completed
2026-08-05,TXN1768,Sale,$107.83,$2.59,Completed
2026-08-05,TXN1769,Sale,$87.72,$2.11,Completed
2026-08-05,TXN1770,Sale,$79.42,$1.91,Completed
2026-08-05,TXN1771,Sale,$64.98,$1.56,Completed
2026-08-05,TXN1772,Sale,$30.51,$0.73,Completed
2026-08-05,TXN1773,Sale,$96.52,$2.32,Completed
2026-08-05,TXN1774,Refund,($70.05),$0.00,Completed
2026-08-05,TXN1775,Sale,$98.01,$2.35,Completed
2026-08-05,TXN1776,Sale,$76.54,$1.84,Completed
2026-08-05,TXN1777,Sale,$42.64,$1.02,Cancelled
2026-08-05,TXN1778,Sale,$88.51,$2.12,Completed
2026-08-05,TXN1779,Sale,$94.15,$2.26,Completed
2026-08-05,TXN1780,Sale,$16.26,$0.39,Completed
2026-08-05,TXN1781,Sale,$79.94,$1.92,Completed
2026-08-05,TXN1782,Sale,$84.17,$2.02,Completed
2026-08-05,TXN1783,Sale,$106.33,$2.55,Completed
2026-08-05,TXN1784,Sale,$79.66,$1.91,Completed
2026-08-05,TXN1785,Sale,$116.22,$2.79,Completed
2026-08-05,TXN1786,Sale,$110.00,$2.64,Completed
2026-08-05,TXN1787,Sale,$21.91,$0.53,Voided
2026-08-05,TXN1788,Sale,$26.44,$0.63,Completed
2026-08-05,TXN1789,Sale,$87.45,$2.10,Completed
2026-08-05,TXN1790,Sale,$113.38,$2.72,Completed
2026-08-05,TXN1791,Sale,$102.74,$2.47,Completed
2026-08-05,TXN1792,Sale,$79.13,$1.90,Completed
2026-08-05,TXN1793,Sale,$22.02,$0.53,Completed
2026-08-06,TXN1794,Sale,$18.46,$0.44,Completed
2026-08-06,TXN1795,Sale,$74.28,$1.78,Completed
2026-08-06,TXN1796,Sale,$27.17,$0.65,Completed
2026-08-06,TXN1797,Sale,$109.02,$2.62,Completed
2026-08-06,TXN1798,Sale,$111.48,$2.68,Completed
2026-08-06,TXN1799,Sale,$104.74,$2.51,Voided
2026-08-06,TXN1800,Sale,$114.24,$2.74,Cancelled
2026-08-06,TXN1801,Sale,$37.64,$0.90,Completed
2026-08-06,TXN1802,Sale,$72.08,$1.73,Completed
2026-08-06,TXN1803,Sale,$11.39,$0.27,Completed
2026-08-06,TXN1804,Sale,$69.10,$1.66,Completed
2026-08-06,TXN1805,Sale,$41.83,$1.00,Completed
2026-08-06,TXN1806,Sale,$98.42,$2.36,Completed
2026-08-06,TXN1807,Sale,$58.80,$1.41,Completed
2026-08-06,TXN1808,Sale,$25.71,$0.62,Completed
2026-08-06,TXN1809,Sale,$60.02,$1.44,Completed
2026-08-06,TXN1810,Sale,$24.09,$0.58,Completed
2026-08-06,TXN1811,Sale,$43.76,$1.05,Completed
2026-08-06,TXN1812,Sale,$46.68,$1.12,Completed
2026-08-06,TXN1813,Sale,$93.19,$2.24,Completed
2026-08-06,TXN1814,Sale,$19.89,$0.48,Completed
2026-08-06,TXN1815,Sale,$21.72,$0.52,Completed
2026-08-06,TXN1816,Sale,$23.78,$0.57,Completed
2026-08-06,TXN1817,Sale,$113.88,$2.73,Voided
2026-08-06,TXN1818,Sale,$54.83,$1.32,Completed
2026-08-06,TXN1819,Sale,$109.06,$2.62,Completed
2026-08-06,TXN1820,Sale,$112.58,$2.70,Completed
2026-08-06,TXN1821,Sale,$29.26,$0.70,Completed
2026-08-06,TXN1822,Sale,$119.55,$2.87,Completed
2026-08-06,TXN1823,Sale,$106.46,$2.56,Completed
2026-08-06,TXN1824,Sale,$18.09,$0.43,Completed
2026-08-06,TXN1825,Sale,$59.21,$1.42,Completed
2026-08-06,TXN1826,Sale,$73.33,$1.76,Completed
2026-08-06,TXN1827,Sale,$39.51,$0.95,Voided
2026-08-06,TXN1828,Sale,$102.40,$2.46,Completed
2026-08-06,TXN1829,Sale,$40.00,$0.96,Completed
2026-08-06,TXN1830,Refund,($20.04),$0.00,Completed
2026-08-06,TXN1831,Sale,$37.62,$0.90,Completed
2026-08-06,TXN1832,Sale,$53.16,$1.28,Completed
2026-08-07,TXN1833,Sale,$71.87,$1.72,Completed
2026-08-07,TXN1834,Sale,$69.96,$1.68,Completed
2026-08-07,TXN1835,Sale,$64.48,$1.55,Voided
2026-08-07,TXN1836,Sale,$39.33,$0.94,Completed
2026-08-07,TXN1837,Sale,$84.20,$2.02,Completed
2026-08-07,TXN1838,Sale,$117.21,$2.81,Completed
2026-08-07,TXN1839,Sale,$97.03,$2.33,Completed
2026-08-07,TXN1840,Sale,$113.16,$2.72,Completed
2026-08-07,TXN1841,Sale,$30.29,$0.73,Completed
2026-08-07,TXN1842,Sale,$64.01,$1.54,Completed
2026-08-07,TXN1843,Sale,$23.35,$0.56,Voided
2026-08-07,TXN1844,Sale,$61.06,$1.47,Completed
2026-08-07,TXN1845,Sale,$75.90,$1.82,Completed
2026-08-07,TXN1846,Sale,$44.73,$1.07,Completed
2026-08-07,TXN1847,Sale,$26.20,$0.63,Completed
2026-08-07,TXN1848,Sale,$90.80,$2.18,Completed
2026-08-07,TXN1849,Sale,$45.67,$1.10,Completed
2026-08-07,TXN1850,Sale,$67.62,$1.62,Completed
2026-08-07,TXN1851,Sale,$41.58,$1.00,Completed
2026-08-07,TXN1852,Sale,$49.26,$1.18,Completed
2026-08-07,TXN1853,Sale,$117.75,$2.83,Completed
2026-08-07,TXN1854,Sale,$97.24,$2.33,Completed
2026-08-07,TXN1855,Sale,$85.06,$2.04,Completed
2026-08-07,TXN1856,Refund,($61.15),$0.00,Completed
2026-08-07,TXN1857,Sale,$95.69,$2.30,Completed
2026-08-07,TXN1858,Sale,$72.70,$1.74,Completed
2026-08-07,TXN1859,Sale,$73.35,$1.76,Completed
2026-08-07,TXN1860,Sale,$78.45,$1.88,Completed
2026-08-07,TXN1861,Sale,$102.21,$2.45,Completed
2026-08-07,TXN1862,Sale,$84.24,$2.02,Completed
2026-08-07,TXN1863,Sale,$114.20,$2.74,Voided
2026-08-08,TXN1864,Sale,$57.40,$1.38,Completed
2026-08-08,TXN1865,Sale,$54.25,$1.30,Completed
2026-08-08,TXN1866,Sale,$64.20,$1.54,Completed
2026-08-08,TXN1867,Sale,$60.82,$1.46,Completed
2026-08-08,TXN1868,Sale,$89.47,$2.15,Completed
2026-08-08,TXN1869,Sale,$66.09,$1.59,Completed
2026-08-08,TXN1870,Sale,$119.79,$2.87,Completed
2026-08-08,TXN1871,Sale,$50.20,$1.20,Completed
2026-08-08,TXN1872,Sale,$59.48,$1.43,Completed
2026-08-08,TXN1873,Sale,$69.18,$1.66,Completed
2026-08-08,TXN1874,Sale,$105.18,$2.52,Completed
2026-08-08,TXN1875,Sale,$98.01,$2.35,Completed
2026-08-08,TXN1876,Sale,$62.23,$1.49,Completed
2026-08-08,TXN1877,Sale,$39.25,$0.94,Completed
2026-08-08,TXN1878,Sale,$113.45,$2.72,Completed
2026-08-08,TXN1879,Sale,$94.37,$2.26,Completed
2026-08-08,TXN1880,Sale,$85.31,$2.05,Completed
2026-08-08,TXN1881,Sale,$61.74,$1.48,Completed
2026-08-08,TXN1882,Sale,$112.66,$2.70,Completed
2026-08-08,TXN1883,Sale,$40.23,$0.97,Completed
2026-08-08,TXN1884,Sale,$68.84,$1.65,Completed
2026-08-08,TXN1885,Sale,$52.19,$1.25,Completed
2026-08-08,TXN1886,Sale,$94.58,$2.27,Completed
2026-08-08,TXN1887,Sale,$12.71,$0.31,Completed
2026-08-08,TXN1888,Sale,$16.85,$0.40,Completed
2026-08-08,TXN1889,Sale,$81.47,$1.96,Completed
2026-08-08,TXN1890,Sale,$31.97,$0.77,Completed
2026-08-08,TXN1891,Sale,$38.37,$0.92,Completed
2026-08-08,TXN1892,Sale,$38.42,$0.92,Completed
2026-08-08,TXN1893,Sale,$90.98,$2.18,Cancelled
2026-08-08,TXN1894,Sale,$13.69,$0.33,Completed
2026-08-08,TXN1895,Sale,$33.28,$0.80,Completed
2026-08-08,TXN1896,Sale,$19.22,$0.46,Completed
2026-08-08,TXN1897,Sale,$60.91,$1.46,Completed
2026-08-08,TXN1898,Sale,$23.40,$0.56,Completed
